udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,target,failure_type,installation_cohort,product_family,equipment_age_proxy,reliability_index,operating_stress,maintenance_efficiency,failure_risk_score,lifecycle_stage,criticality_score,criticality_level
8397,H37810,H,298.6,309.6,1593,33.3,95,0,No Failure,Gen5,H,0.8396839683968397,0.5569643920913832,0.5488287884170574,1.5412386408434378,1.0728309882812153,end_of_life,1.4937810318376032,medium
8398,L55577,L,298.5,309.6,1724,26.4,100,0,No Failure,Gen5,L,0.8397839783978398,0.4729918209212226,0.7962100506721154,1.115809847535237,1.8925260376624045,end_of_life,1.2958734302665964,medium
8399,L55578,L,298.5,309.7,2617,12.1,102,1,Power Failure,Gen5,L,0.8398839883988399,0.07139079125303832,1.2518963193258894,0.1,6.679508676662011,end_of_life,3.3473723664625714,critical
8400,L55579,L,298.6,309.7,1294,59.4,104,0,No Failure,Gen5,L,0.83998399839984,0.46978976158485414,0.9518909067723224,0.9506689273210402,2.489268124077664,end_of_life,1.5812745216627624,medium
8401,L55580,L,298.6,309.6,1533,40.7,106,0,No Failure,Gen5,L,0.8400840084008401,0.46818873191666993,0.34908091284282383,2.2267702131219176,0.7584157151313988,end_of_life,0.7080905599054066,low
8402,H37815,H,298.5,309.4,1671,31.8,108,0,No Failure,Gen5,H,0.8401840184018402,0.5465877022484857,0.6605807920911403,1.3147847150473007,1.3968484229066405,end_of_life,1.656913606789998,medium
8403,L55582,L,298.5,309.5,1370,52.4,113,0,No Failure,Gen5,L,0.8402840284028403,0.46261513107832525,0.7794266229819247,1.1371045336440235,1.7678918242685098,end_of_life,1.2409847166019814,medium
8404,L55583,L,298.5,309.6,1462,45.1,115,0,No Failure,Gen5,L,0.8403840384038403,0.461014101410141,0.5128691493730383,1.6316696655770557,1.048617864641689,end_of_life,0.873307890668587,low
8405,L55584,L,298.4,309.5,1545,36.6,117,0,No Failure,Gen5,L,0.8404840484048405,0.4594130717419568,0.4942808554615872,1.6827060653388952,0.9470033891483975,end_of_life,0.8270856122978352,low
8406,M23265,M,298.4,309.5,1484,41.7,119,0,No Failure,Gen5,M,0.8405840584058406,0.4978120420737726,0.43831298413408465,1.857655359379028,0.9555005145547638,end_of_life,1.1136941010621308,medium
8407,M23266,M,298.4,309.5,1344,45.3,122,0,No Failure,Gen5,M,0.8406840684068407,0.4954204985715963,0.5586869411778591,1.5181718924194967,1.5077009464644777,end_of_life,1.3706864609391487,medium
8408,L55587,L,298.4,309.5,1357,50.1,125,0,No Failure,Gen5,L,0.8407840784078408,0.45302895506942004,0.7191855505695588,1.2207246567090027,1.6997155065307594,end_of_life,1.1956418677831715,medium
8409,M23268,M,298.5,309.6,1572,33.0,127,0,No Failure,Gen5,M,0.8408840884088409,0.4914279254012358,0.5755244627585284,1.4803312909150086,1.1207181118323806,end_of_life,1.2209445835605108,medium
8410,L55589,L,298.5,309.6,1861,26.9,130,0,No Failure,Gen5,L,0.840984098409841,0.4490363818990595,0.7794914455271466,1.137020723835038,2.3905874676194148,end_of_life,1.49008242070591,medium
8411,L55590,L,298.5,309.5,1548,44.5,132,0,No Failure,Gen5,L,0.8410841084108411,0.44743535223087527,0.5152726616914193,1.6252956815128818,1.0161678971279384,end_of_life,0.8610489573586012,low
8412,L55591,L,298.6,309.8,1496,37.7,134,0,No Failure,Gen5,L,0.8411841184118412,0.44583432256269107,0.3567733861566584,2.1892694064645712,0.8886069457660895,end_of_life,0.7624747941534333,low
8413,M23272,M,298.6,309.7,1314,49.7,136,0,No Failure,Gen5,M,0.8412841284128413,0.4842332928945069,0.6275499669599297,1.374476043451014,1.803173953114788,end_of_life,1.5095345713338941,medium
8414,M23273,M,298.6,309.7,1422,49.7,139,0,No Failure,Gen5,M,0.8413841384138414,0.48184174939233054,0.6275499669599297,1.374476043451014,1.4654229143938853,end_of_life,1.374434155845533,medium
8415,L55594,L,298.6,309.8,1842,20.1,142,0,No Failure,Gen5,L,0.8414841484148415,0.4394502058901542,0.9452682872595567,0.9566921834218856,2.7639646795295025,end_of_life,1.689166357989668,medium
8416,M23275,M,298.7,309.9,1434,53.0,144,0,No Failure,Gen5,M,0.8415841584158416,0.4778491762219701,0.6762965726775684,1.2881674803108347,1.6724779048810956,end_of_life,1.4718801337557088,medium
8417,M23276,M,298.8,310.1,1585,31.3,147,0,No Failure,Gen5,M,0.8416841684168417,0.4754576327197938,0.5124784697706075,1.6327104532744336,1.2526830080787354,end_of_life,1.2548167441626765,medium
8418,H37831,H,298.8,310.1,1704,30.7,150,0,No Failure,Gen5,H,0.8417841784178418,0.5130660892176175,0.5325407959445699,1.5809256990400202,1.5876711209161682,end_of_life,1.6948306871498384,medium
8419,L55598,L,298.9,310.2,1971,23.2,155,0,No Failure,Gen5,L,0.8418841884188419,0.42909351804745693,0.7891212003569508,1.1247060576201933,3.0850107434861465,end_of_life,1.7707406575015439,medium
8420,L55599,L,299.0,310.3,1431,39.9,157,0,No Failure,Gen5,L,0.841984198419842,0.42749248837927273,0.23652111575284954,2.971581731989822,1.116744935598161,end_of_life,0.8176543089651191,low
8421,L55600,L,298.9,310.4,1546,37.7,159,0,No Failure,Gen5,L,0.8420842084208421,0.42589145871108847,0.3492133281375324,2.2261138246856227,1.0360168694973066,end_of_life,0.8191707462401824,low
8422,L55601,L,298.9,310.3,1496,36.3,161,0,No Failure,Gen5,L,0.8421842184218422,0.42429042904290426,0.3735595840511143,2.1116666913282525,1.1103589900040385,end_of_life,0.8562114712169496,low
8423,H37836,H,298.9,310.3,1243,63.0,163,0,No Failure,Gen5,H,0.8422842284228422,0.5026893993747201,1.0197731288122969,0.8930380398221057,3.023926982193885,end_of_life,2.415502731521243,high
8424,L55603,L,299.0,310.4,1452,46.2,168,0,No Failure,Gen5,L,0.8423842384238424,0.4187168282045596,0.4638293231791894,1.7735863653941106,1.3549542688798737,end_of_life,0.9811305045057064,low
8425,L55604,L,299.1,310.6,1380,44.7,170,0,No Failure,Gen5,L,0.8424842484248425,0.41711579853637537,0.44194067347448024,1.845220425307475,1.524284772918547,end_of_life,1.042296111209763,medium
8426,L55605,L,299.2,310.6,1567,38.4,172,0,No Failure,Gen5,L,0.8425842584258426,0.41551476886819116,0.3207454241558029,2.376734107106291,1.1769251753536234,end_of_life,0.8669936973881902,low
8427,L55606,L,299.1,310.5,1628,35.9,174,0,No Failure,Gen5,L,0.8426842684268426,0.41391373920000696,0.3985371226427834,2.005868679746302,1.3447330267866517,end_of_life,0.9574543475074956,low
8428,L55607,L,299.1,310.4,1505,46.1,176,0,No Failure,Gen5,L,0.8427842784278428,0.41231270953182275,0.44382109089570565,1.8388400463706558,1.3527391142831746,end_of_life,0.9742419729819816,low
8429,M23288,M,299.0,310.3,1827,28.0,178,0,No Failure,Gen5,M,0.8428842884288429,0.4507116798636386,0.6344239182031046,1.3616114279702018,2.3523788556718754,end_of_life,1.7312787177296816,medium
8430,L55609,L,299.0,310.3,1577,40.0,181,0,No Failure,Gen5,L,0.842984298429843,0.40832013636146225,0.23405278088924672,2.9935389172274074,1.2862257722408756,end_of_life,0.8847061431631242,low
8431,L55610,L,298.9,310.2,1304,57.2,183,0,No Failure,Gen5,L,0.843084308430843,0.40671910669327804,0.8033714706383166,1.1069643358267738,2.531652594456473,end_of_life,1.5536724789740843,medium
8432,H37845,H,298.9,310.1,1324,54.6,185,0,No Failure,Gen5,H,0.8431843184318432,0.48511807702509385,0.6939688853921487,1.2594951998730914,2.314896413785683,end_of_life,2.034149231131918,high
8433,L55612,L,298.8,310.0,1537,39.9,190,0,No Failure,Gen5,L,0.8432843284328433,0.4011455058549333,0.2049508240251516,3.2792172416544196,1.4229312934041618,end_of_life,0.9306577645692101,low
8434,M23293,M,298.8,310.1,1501,48.7,192,0,No Failure,Gen5,M,0.8433843384338434,0.43954447618674913,0.5133538559359985,1.6303802288386475,1.708504439659761,end_of_life,1.437407932644704,medium
8435,M23294,M,298.7,309.9,1654,29.1,195,0,No Failure,Gen5,M,0.8434843484348434,0.4371529326845729,0.6052030449033089,1.4180313134313125,1.9765851388010511,end_of_life,1.5721949689914132,medium
8436,M23295,M,298.7,310.0,1519,38.1,198,0,No Failure,Gen5,M,0.8435843584358436,0.4347613891823966,0.2818023138015288,2.6191564688102624,1.5732514095671206,end_of_life,1.3138412579673069,medium
8437,L55616,L,298.7,309.9,1371,51.3,201,0,No Failure,Gen5,L,0.8436843684368437,0.39236984568022026,0.6194533151846747,1.389944251967638,2.1752144207731763,end_of_life,1.355921762864673,medium
8438,L55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure,Gen5,L,0.8437843784378438,-0.009231183987964048,1.1301024239100919,0.1,3.6626435385370355,end_of_life,2.104088142587842,high
8439,L55618,L,298.6,309.8,1469,42.8,205,0,No Failure,Gen5,L,0.8438843884388438,0.3891677863438518,0.374367377467018,2.10807076435084,1.7516922502522874,end_of_life,1.1129871133410205,medium
8440,L55619,L,298.6,309.8,1637,34.6,207,0,No Failure,Gen5,L,0.843984398439844,0.38756675667566753,0.46042873805546436,1.7843481821965959,1.8778509046372733,end_of_life,1.1892689832715486,medium
8441,L55620,L,298.6,309.8,1370,56.0,0,0,No Failure,Gen5,L,0.8440844084408441,0.5511831183118312,0.8157385532941918,1.0920147419836088,2.6183377860351014,end_of_life,1.5920566804022982,medium
8442,L55621,L,298.6,309.9,1630,30.6,2,0,No Failure,Gen5,L,0.8441844184418442,0.549582088643647,0.5717117407228832,1.4887338412811115,2.101158142841413,end_of_life,1.31197677935343,medium
8443,L55622,L,298.6,310.0,1517,39.0,4,0,No Failure,Gen5,L,0.8442844284428442,0.5479810589754628,0.26837333579506567,2.7146373063123175,1.7846844168409182,end_of_life,1.094385767474887,medium
8444,M23303,M,298.6,309.9,1668,32.3,6,0,No Failure,Gen5,M,0.8443844384438444,0.5863800293072786,0.5148684832299898,1.626364055524298,2.044052930483595,end_of_life,1.5720817171624348,medium
8445,M23304,M,298.6,309.9,1818,24.9,9,0,No Failure,Gen5,M,0.8444844484448445,0.5839884858051023,0.7623038393755266,1.1596840398208037,2.762539760494382,end_of_life,1.9337070560104106,medium
8446,M23305,M,298.6,310.0,1541,36.9,12,0,No Failure,Gen5,M,0.8445844584458446,0.5815969423029259,0.33859147740393425,2.2800260641613415,1.6917043381645176,end_of_life,1.3782591784869873,medium
8447,L55626,L,298.5,309.9,1482,42.1,15,0,No Failure,Gen5,L,0.8446844684468446,0.5392053988007497,0.34516000302622124,2.2463833075791784,1.6878841986577842,end_of_life,1.0787016803709801,medium
8448,L55627,L,298.6,310.1,1439,49.9,17,0,No Failure,Gen5,L,0.8447844784478448,0.5376043691325655,0.5868075307928936,1.4560119904997801,1.9590481943424538,end_of_life,1.2596615369748496,medium
8449,L55628,L,298.5,310.0,1492,41.2,19,0,No Failure,Gen5,L,0.8448844884488449,0.5360033394643813,0.29260067527293415,2.5471173713718263,1.613061616003955,end_of_life,1.0330048489834622,medium
8450,L55629,L,298.4,309.9,1725,27.8,21,0,No Failure,Gen5,L,0.844984498449845,0.534402309796197,0.698664952043688,1.2520894994091325,2.2558102432300426,end_of_life,1.4119235829051235,medium
8451,L55630,L,298.4,310.0,1559,44.2,23,0,No Failure,Gen5,L,0.845084508450845,0.5328012801280129,0.4095768173972363,1.9624126645079667,1.6175518069267099,end_of_life,1.0698937679898548,medium
8452,L55631,L,298.5,310.0,1435,42.5,25,0,No Failure,Gen5,L,0.8451845184518452,0.5312002504598285,0.3360690486498527,2.2932148087468662,1.6319139388834534,end_of_life,1.0535862901483373,medium
8453,M23312,M,298.6,310.0,1512,37.5,27,0,No Failure,Gen5,M,0.8452845284528453,0.5695992207916445,0.3185291512299718,2.3893198288845685,1.4816893895611138,end_of_life,1.288234501193437,medium
8454,L55633,L,298.6,309.9,1564,37.1,30,0,No Failure,Gen5,L,0.8453845384538454,0.527207677289468,0.35436987383829016,2.200850139012295,1.4497960369845893,end_of_life,0.9862293769453228,low
8455,L55634,L,298.6,310.0,1522,40.3,32,0,No Failure,Gen5,L,0.8454845484548454,0.525606647621284,0.24584267475750032,2.891488162070181,1.3881507039050585,end_of_life,0.9290130839892735,low
8456,L55635,L,298.6,309.9,1356,59.5,34,0,No Failure,Gen5,L,0.8455845584558456,0.5240056179530996,0.910302950816642,0.9898021174655443,2.5921930038300873,end_of_life,1.6099680867770276,medium
8457,L55636,L,298.6,309.9,1556,38.6,36,0,No Failure,Gen5,L,0.8456845684568457,0.5224045882849155,0.30421405840338406,2.4739367154866576,1.34343996282551,end_of_life,0.9286402026512193,low
8458,L55637,L,298.6,309.9,1393,45.5,38,0,No Failure,Gen5,L,0.8457845784578458,0.5208035586167312,0.4421820067575184,1.844399090225126,1.635011400337828,end_of_life,1.0866591621623867,medium
8459,L55638,L,298.7,309.9,1753,26.8,40,0,No Failure,Gen5,L,0.8458845884588458,0.5192025289485471,0.6821086285701649,1.27859476736394,2.179048252503002,end_of_life,1.3762518895722502,medium
8460,L55639,L,298.7,309.9,1651,29.5,42,0,No Failure,Gen5,L,0.845984598459846,0.5176014992803628,0.591828160787334,1.44544564196686,1.732878923468939,end_of_life,1.1707000176237758,medium
8461,L55640,L,298.7,309.9,1372,54.7,44,0,No Failure,Gen5,L,0.8460846084608461,0.5160004696121786,0.7331398301704621,1.2002787092718854,2.117559253965199,end_of_life,1.3669656506372183,medium
8462,L55641,L,298.7,309.9,1446,43.3,46,0,No Failure,Gen5,L,0.8461846184618462,0.5143994399439944,0.35195563286517545,2.2126065641897057,1.3252465534984348,end_of_life,0.9356853112589266,low
8463,M23322,M,298.7,309.8,1501,44.7,48,0,No Failure,Gen5,M,0.8462846284628462,0.5527984102758102,0.42123356576341875,1.918525716077708,1.2648724430619247,end_of_life,1.2323190469537955,medium
8464,M23323,M,298.7,309.9,1411,45.1,51,0,No Failure,Gen5,M,0.8463846384638464,0.5504068667736339,0.412142611387063,1.9525811322194946,1.4150451811077878,end_of_life,1.289660855859234,medium
8465,H37878,H,298.6,309.7,1672,27.5,54,0,No Failure,Gen5,H,0.8464846484648465,0.5880153232714576,0.7202987696063635,1.219068023812677,1.8372769218405964,end_of_life,1.8510003996181477,medium
8466,M23325,M,298.7,309.8,1475,40.5,59,0,No Failure,Gen5,M,0.8465846584658466,0.5440427521012972,0.2807972825456816,2.6260691602494224,1.0795765835695696,end_of_life,1.1160698181915323,medium
8467,L55646,L,298.7,309.8,1469,38.4,62,0,No Failure,Gen5,L,0.8466846684668466,0.5016512085991208,0.31670282769922187,2.3997917305274563,1.0690362224359904,end_of_life,0.8226253372841628,low
8468,L55647,L,298.6,309.8,1704,28.3,64,0,No Failure,Gen5,L,0.8467846784678468,0.5000501789309366,0.6710831628820699,1.2968769753217149,1.7925552481170468,end_of_life,1.2183470481114398,medium
8469,H37882,H,298.6,309.7,1463,39.1,66,0,No Failure,Gen5,H,0.8468846884688469,0.5784491492627524,0.33242713024308956,2.3125283546336433,1.0755249330474772,end_of_life,1.4299381122919175,medium
8470,M23329,M,298.6,309.7,1280,64.1,71,0,No Failure,Gen5,M,0.846984698469847,0.534476578092592,1.109045795135028,0.8270985301167343,2.967771266411999,end_of_life,2.119822245105308,high
8471,L55650,L,298.7,309.9,1464,38.0,74,0,No Failure,Gen5,L,0.847084708470847,0.4920850345904156,0.30761187332286605,2.453314207576844,0.9638031813195923,end_of_life,0.7778048345246968,low
8472,L55651,L,298.6,309.8,1332,46.4,76,0,No Failure,Gen5,L,0.8471847184718472,0.4904840049222314,0.4947413345107927,1.6814032285523837,1.58390977087802,end_of_life,1.081986308704446,medium
8473,L55652,L,298.5,309.7,1634,37.8,78,0,No Failure,Gen5,L,0.8472847284728473,0.4888829752540471,0.39256001487449826,2.030209456313247,1.0771294555662445,end_of_life,0.8486197866888473,low
8474,M23333,M,298.6,309.8,1430,43.1,80,0,No Failure,Gen5,M,0.8473847384738474,0.5272819455858629,0.38439854055399936,2.064415798727046,1.0821686308271734,end_of_life,1.1481870144970692,medium
8475,M23334,M,298.5,309.7,1523,44.6,83,0,No Failure,Gen5,M,0.8474847484748474,0.5248904020836866,0.4736847057357389,1.743117761379956,0.9920134704948141,end_of_life,1.1389107999186474,medium
8476,M23335,M,298.5,309.7,1557,37.7,86,0,No Failure,Gen5,M,0.8475847584758476,0.5224988585815105,0.3959037359034918,2.0165204002306827,0.8890589874315095,end_of_life,1.0743947157436513,medium
8477,L55656,L,298.5,309.6,1585,32.2,89,0,No Failure,Gen5,L,0.8476847684768477,0.480107315079334,0.6022742309904783,1.4239451710902353,1.1858185575073865,end_of_life,0.9550096923000981,low
8478,H37891,H,298.5,309.6,1579,33.5,91,0,No Failure,Gen5,H,0.8477847784778478,0.5585062854111498,0.5588058576135597,1.5178978578338278,1.0888376201759158,end_of_life,1.503176805354434,medium
8479,M23338,M,298.5,309.7,1354,60.8,96,0,No Failure,Gen5,M,0.8478847884788479,0.5145337142409894,1.0153675124327248,0.8965654717868757,2.4628067031091443,end_of_life,1.889732934973475,medium
8480,L55659,L,298.6,309.7,1627,33.4,99,0,No Failure,Gen5,L,0.847984798479848,0.47214217073881304,0.5230192288957328,1.6050868955881905,1.1110232296431057,end_of_life,0.9013150605259621,low
8481,L55660,L,298.4,309.6,1477,35.6,101,0,No Failure,Gen5,L,0.8480848084808481,0.47054114107062883,0.5052522272591811,1.6522037507047125,1.0212276747564093,end_of_life,0.860066738080318,low
8482,M23341,M,298.3,309.4,1595,29.0,103,0,No Failure,Gen5,M,0.8481848184818482,0.5089401114024447,0.7875340034119355,1.1267173946639937,1.4873987856389381,end_of_life,1.431219715279156,medium
8483,L55662,L,298.4,309.5,1520,38.1,106,0,No Failure,Gen5,L,0.8482848284828483,0.4665485679002683,0.444125040026681,1.8378128673346208,0.8987204919384991,end_of_life,0.7927257087834039,low
8484,L55663,L,298.3,309.4,1618,31.5,108,0,No Failure,Gen5,L,0.8483848384838484,0.46494753823208407,0.7039409776870919,1.243872408241912,1.3465891138642812,end_of_life,1.04981793885184,medium
8485,L55664,L,298.4,309.5,1397,50.3,110,0,No Failure,Gen5,L,0.8484848484848485,0.46334650856389986,0.7258729926275462,1.2108399341386162,1.5674030438965907,end_of_life,1.1447231153469002,medium
8486,L55665,L,298.4,309.5,1450,47.9,112,0,No Failure,Gen5,L,0.8485848584858486,0.46174547889571566,0.6456236879316964,1.341159107718163,1.2803772353804237,end_of_life,1.0058380005316785,medium
8487,M23346,M,298.5,309.5,1501,40.2,114,0,No Failure,Gen5,M,0.8486848684868487,0.5001444492275315,0.37149265744468857,2.120923802757864,0.8579715366117499,end_of_life,1.0546364118781064,medium
8488,L55667,L,298.4,309.4,1392,50.1,117,0,No Failure,Gen5,L,0.8487848784878488,0.45775290572535515,0.7416513890619022,1.1881403785415146,1.5906549057325794,end_of_life,1.1587573790116024,medium
8489,L55668,L,298.4,309.4,1385,43.2,119,0,No Failure,Gen5,L,0.8488848884888489,0.45615187605717095,0.5109346380613342,1.6368363122662002,1.2962352760126068,end_of_life,0.9717745018234429,low
8490,L55669,L,298.4,309.4,1461,46.3,121,0,No Failure,Gen5,L,0.848984898489849,0.45455084638898674,0.61458998996014,1.3994038736195846,1.2007324271130424,end_of_life,0.964669967833259,low
8491,M23350,M,298.5,309.6,1364,58.7,123,0,No Failure,Gen5,M,0.849084908490849,0.49294981672080257,0.967615209316187,0.9366670606355496,2.274023147655373,end_of_life,1.7998938218570053,medium
8492,L55671,L,298.5,309.5,1579,38.6,126,0,No Failure,Gen5,L,0.8491849184918492,0.4505582732186262,0.41074192362722234,1.9579360019990737,0.91232232187169,end_of_life,0.7881515058368427,low
8493,M23352,M,298.4,309.5,1514,38.8,128,0,No Failure,Gen5,M,0.8492849284928493,0.488957243550442,0.420718992823725,1.9204215974094923,0.9446962117994707,end_of_life,1.104094182566906,medium
8494,M23353,M,298.3,309.5,1560,36.9,131,0,No Failure,Gen5,M,0.8493849384938494,0.4865657000482657,0.5009142036290865,1.6641310755524241,1.0410239642605972,end_of_life,1.1666838467929648,medium
8495,L55674,L,298.3,309.5,1542,36.7,134,0,No Failure,Gen5,L,0.8494849484948495,0.44417415654608944,0.5076016456870739,1.6458151604727855,1.05793342917816,end_of_life,0.8754538653773862,low
8496,L55675,L,298.3,309.4,1668,27.1,136,0,No Failure,Gen5,L,0.8495849584958496,0.44257312687790523,0.8510647029628164,1.0514531733590124,1.810577063175374,end_of_life,1.2795502361589945,medium
8497,M23356,M,298.3,309.4,1816,22.6,138,0,No Failure,Gen5,M,0.8496849684968497,0.48097209720972106,1.0015321492675346,0.9078264312711629,2.5591971508648763,end_of_life,1.9241385051262108,medium
8498,M23357,M,298.3,309.4,1509,34.2,141,0,No Failure,Gen5,M,0.8497849784978497,0.4785805537075447,0.6136605099042608,1.4012264741034253,1.235862311957433,end_of_life,1.2784430777542515,medium
8499,L55678,L,298.4,309.6,1479,37.8,144,0,No Failure,Gen5,L,0.8498849884988499,0.4361890102053684,0.4316903646213189,1.880793910403513,1.0948205711576733,end_of_life,0.8674353378494649,low
8500,L55679,L,298.4,309.6,1655,30.2,146,0,No Failure,Gen5,L,0.84998499849985,0.43458798053718417,0.6858131628248431,1.2725671283046438,1.5684730687986752,end_of_life,1.133133176366923,medium
8501,L55680,L,298.3,309.5,1711,30.3,148,0,No Failure,Gen5,L,0.8500850085008501,0.43298695086899996,0.7215997915426734,1.2171376019002564,1.7623222064361173,end_of_life,1.2214088200372488,medium
8502,L55681,L,298.4,309.7,1581,34.6,150,0,No Failure,Gen5,L,0.8501850185018501,0.43138592120081576,0.5162235990567877,1.6227875750468388,1.2125102430717307,end_of_life,0.9398711769457285,low
8503,H37916,H,298.6,309.8,1279,55.9,152,0,No Failure,Gen5,H,0.8502850285028503,0.5097848915326315,0.812394832265198,1.096016729421083,2.374768446365673,end_of_life,2.093625828225828,high
8504,L55683,L,298.5,309.8,1468,40.9,157,0,No Failure,Gen5,L,0.8503850385038504,0.425812320362471,0.327501189170627,2.3391747797007265,1.1590397755447288,end_of_life,0.8618662669690796,low
8505,L55684,L,298.4,309.7,1419,41.3,159,0,No Failure,Gen5,L,0.8504850485048505,0.42421129069428676,0.38000642303343524,2.0833054559570847,1.3391107274978362,end_of_life,0.9496462179091649,low
8506,L55685,L,298.4,309.7,1530,38.6,161,0,No Failure,Gen5,L,0.8505850585058505,0.42261026102610266,0.38247475789703816,2.0726472911426455,1.184327843987225,end_of_life,0.8884735649640014,low
8507,L55686,L,298.4,309.6,1710,27.3,163,1,No Failure,Gen5,L,0.8506850685068507,0.021009231357918393,0.7827810726656615,0.1,1.9996325249199582,end_of_life,1.3346873317676817,medium
8508,L55687,L,298.4,309.7,1518,39.8,165,0,No Failure,Gen5,L,0.8507850785078508,0.41940820168973425,0.3423501055491134,2.2606527893977675,1.2261161183422093,end_of_life,0.8931514790016177,low
8509,M23368,M,298.4,309.7,1679,33.3,167,0,No Failure,Gen5,M,0.8508850885088509,0.4578071720215501,0.5596919724337065,1.5158589793215826,1.615136791258703,end_of_life,1.413962308233593,medium
8510,M23369,M,298.4,309.7,1870,22.5,170,0,No Failure,Gen5,M,0.8509850985098509,0.4554156285193737,0.9208138435650305,0.9796105394766773,2.850860141992659,end_of_life,2.0165882098665726,high
8511,L55690,L,298.3,309.7,1484,44.3,173,0,No Failure,Gen5,L,0.8510851085108511,0.41302408501719734,0.49698256515772804,1.6750907955507732,1.4470558955240156,end_of_life,1.0279171277569246,medium
8512,L55691,L,298.4,309.7,1457,44.2,175,0,No Failure,Gen5,L,0.8511851185118512,0.41142305534901313,0.47697433287425395,1.7331793513558955,1.477356765134185,end_of_life,1.0340350059159502,medium
8513,H37926,H,298.3,309.6,1546,36.2,177,0,No Failure,Gen5,H,0.8512851285128513,0.48982202568082894,0.5018544123396991,1.6615313928039783,1.4574114414612447,end_of_life,1.6335209002864075,medium
8514,M23373,M,298.2,309.5,1478,36.5,182,0,No Failure,Gen5,M,0.8513851385138513,0.44584945451066854,0.5309535989995514,1.5849026007389666,1.5878026671295253,end_of_life,1.3944071465516756,medium
8515,L55694,L,298.2,309.4,1447,47.1,185,0,No Failure,Gen5,L,0.8514851485148515,0.40345791100849215,0.6746687807010604,1.2908742741575556,1.7937209885185779,end_of_life,1.2198890296177494,medium
8516,L55695,L,298.2,309.4,1443,45.4,187,0,No Failure,Gen5,L,0.8515851585158516,0.40185688134030795,0.6178255232081669,1.393096187957646,1.7616865133319,end_of_life,1.1900222622952101,medium
8517,L55696,L,298.3,309.6,1527,30.9,189,0,No Failure,Gen5,L,0.8516851685168517,0.40025585167212374,0.6790716268763676,1.2835790259869033,1.804980818735671,end_of_life,1.2257138155571787,medium
8518,M23377,M,298.3,309.6,1469,54.8,191,0,No Failure,Gen5,M,0.8517851785178517,0.43865482200393957,0.8705391116944016,1.0303551788388667,2.2053054386584847,end_of_life,1.7432839089717145,medium
8519,M23378,M,298.3,309.6,1681,27.1,194,0,No Failure,Gen5,M,0.8518851885188519,0.4362632785017633,0.8061330259781295,1.1035907215947078,2.2202547905376493,end_of_life,1.7299418240084985,medium
8520,L55699,L,298.3,309.6,1420,44.1,197,0,No Failure,Gen5,L,0.851985198519852,0.39387173499958694,0.5127609615920714,1.6319577497264297,1.8351461672743836,end_of_life,1.1878867553873749,medium
8521,M23380,M,298.3,309.5,1543,49.9,199,0,No Failure,Gen5,M,0.8520852085208521,0.43227070533140277,0.7291626197660518,1.2060360370347496,1.9693498351470058,end_of_life,1.606488719988618,medium
8522,L55701,L,298.4,309.5,1376,50.4,202,0,No Failure,Gen5,L,0.8521852185218521,0.3898791618292264,0.7292167136565398,1.205957361363797,2.2042669094096095,end_of_life,1.4004717778608058,medium
8523,H37936,H,298.3,309.4,1631,29.8,0,0,No Failure,Gen5,H,0.8522852285228523,0.6295429542954296,0.7607842351799855,1.1617313132958402,2.2535481470773906,end_of_life,2.029654529384952,high
8524,H37937,H,298.3,309.3,1529,41.7,5,0,No Failure,Gen5,H,0.8523852385238524,0.625570383125269,0.49990917237323934,1.6669190038285333,1.8977144345525865,end_of_life,1.8090585255330063,medium
8525,L55704,L,298.3,309.4,1468,46.2,10,0,No Failure,Gen5,L,0.8524852485248525,0.5415978119551086,0.6279107801856268,1.3737947386147886,1.9508062645530746,end_of_life,1.2686957398769179,medium
8526,L55705,L,298.3,309.4,1378,52.3,12,0,No Failure,Gen5,L,0.8525852585258525,0.5399967822869244,0.8318777629542448,1.0731021167731203,2.3442701898254645,end_of_life,1.4872714048164593,medium
8527,L55706,L,298.3,309.3,1401,51.9,14,0,No Failure,Gen5,L,0.8526852685268527,0.5383957526187402,0.8409687173306007,1.0627345857329487,2.2694158081084215,end_of_life,1.4600569384425488,medium
8528,L55707,L,298.4,309.3,1531,37.4,16,0,No Failure,Gen5,L,0.8527852785278528,0.536794722950556,0.5124627642143115,1.6327523213314605,1.7395782304529002,end_of_life,1.1495701214454535,medium
8529,L55708,L,298.4,309.3,1512,35.8,18,0,No Failure,Gen5,L,0.8528852885288529,0.5351936932823718,0.5659623006782114,1.5015864996886565,1.750951503736227,end_of_life,1.1701692916979543,medium
8530,M23389,M,298.5,309.4,1522,47.4,20,0,No Failure,Gen5,M,0.8529852985298529,0.5735926636141875,0.6347064100245813,1.3610878935526678,1.789908543491357,end_of_life,1.5063753404039173,medium
8531,M23390,M,298.5,309.3,1615,31.8,23,0,No Failure,Gen5,M,0.8530853085308531,0.5712011201120113,0.6830466305834709,1.2770631542783994,1.8517037613403309,end_of_life,1.5455954937111738,medium
8532,L55711,L,298.6,309.3,1449,46.5,26,0,No Failure,Gen5,L,0.8531853185318532,0.5288095766098349,0.6104142480014784,1.4076294258077986,1.7478184548029525,end_of_life,1.1822516563216245,medium
